index,Avg Temp,Min Temp,Max Temp,Precip
2017-01-08,2.89,0.11,5.0,2.0
2017-01-09,4.44,2.0,6.0,0.0
2017-01-10,4.94,3.0,6.0,4.0
2017-01-11,6.44,4.0,9.5,1.0
2017-01-12,4.89,0.0,7.0,2.0
2017-01-13,1.94,-0.28,4.0,12.0
2017-01-14,1.28,0.0,4.0,12.0
2017-01-15,1.0,-0.61,2.39,7.0
2017-01-16,0.56,-2.0,2.39,0.0
2017-01-17,-2.39,-4.0,0.0,0.0
2017-01-18,-3.17,-5.0,-0.61,0.0
2017-01-19,-1.94,-6.0,3.0,0.0
2017-01-20,-0.94,-5.28,5.0,0.0
2017-01-21,-1.22,-5.11,3.28,0.0
2017-01-22,-1.39,-6.0,4.0,0.0
2017-01-23,0.83,-3.22,2.78,0.0
2017-01-24,0.78,-1.0,3.0,0.0
2017-01-25,-1.44,-4.0,0.0,2.0
2017-01-26,-2.22,-4.0,0.28,0.0
2017-01-27,1.78,-4.61,7.0,0.0
2017-01-28,7.17,4.0,10.11,0.0
2017-01-29,4.56,3.0,6.39,0.0
2017-01-30,5.94,4.0,8.0,6.0
2017-01-31,2.22,1.0,3.61,2.0
2017-02-01,5.61,1.0,9.0,0.0
2017-02-02,9.94,6.89,13.0,0.0
2017-02-03,9.06,7.0,11.0,0.0
2017-02-04,5.44,4.0,7.22,0.0
2017-02-05,5.17,3.5,7.0,4.0
2017-02-06,5.44,3.0,8.0,2.0
2017-02-07,5.06,4.61,6.0,0.0
2017-02-08,3.28,1.0,5.0,2.0
2017-02-09,0.67,-2.0,2.0,2.0
2017-02-10,-1.44,-3.22,0.0,0.0
2017-02-11,-0.44,-1.11,0.39,0.0
2017-02-12,2.78,0.0,6.0,1.0
2017-02-13,3.72,0.0,8.0,0.0
2017-02-14,5.94,0.0,12.0,0.0
2017-02-15,9.67,5.5,14.0,0.0
2017-02-16,8.0,4.78,12.39,0.0
2017-02-17,7.0,5.0,9.0,0.0
2017-02-18,6.72,2.89,11.11,1.0
2017-02-19,5.94,1.89,9.0,0.0
2017-02-20,9.11,7.0,11.0,0.0
2017-02-21,10.17,9.61,11.11,1.0
2017-02-22,9.89,9.0,10.39,3.0
2017-02-23,8.89,5.0,11.11,8.0
2017-02-24,4.78,1.89,7.39,2.0
2017-02-25,5.33,1.0,9.0,2.0
2017-02-26,8.61,6.0,11.0,0.0
2017-02-27,9.28,6.0,11.61,0.0
2017-02-28,5.22,2.0,7.39,7.0
2017-03-01,6.83,3.39,9.0,4.0
2017-03-02,7.17,3.0,9.11,4.0
2017-03-03,7.94,2.72,12.0,1.0
2017-03-04,9.61,6.61,12.0,0.0
2017-03-05,6.5,5.0,9.39,1.0
2017-03-06,5.94,5.0,7.28,5.0
2017-03-07,6.28,3.78,9.89,2.0
2017-03-08,7.72,3.22,11.11,3.0
2017-03-09,10.33,4.0,14.22,10.0
2017-03-10,6.44,1.61,11.11,1.0
2017-03-11,7.83,1.5,13.11,0.0
2017-03-12,9.28,3.61,16.28,0.0
2017-03-13,7.83,3.0,14.0,0.0
2017-03-14,8.72,3.28,13.39,0.0
2017-03-15,11.22,6.0,16.0,0.0
2017-03-16,10.78,3.89,17.28,0.0
2017-03-17,9.11,6.72,11.11,0.0
2017-03-18,10.17,6.0,12.28,1.0
2017-03-19,10.94,10.0,12.28,9.0
2017-03-20,10.56,9.5,11.5,0.0
2017-03-21,8.11,3.0,10.28,1.0
2017-03-22,6.67,1.11,11.22,0.0
2017-03-23,8.61,1.78,15.0,0.0
2017-03-24,8.5,5.0,14.0,0.0
2017-03-25,8.89,2.0,15.0,0.0
2017-03-26,8.89,3.0,15.28,0.0
2017-03-27,11.0,3.0,17.39,0.0
2017-03-28,12.72,5.61,19.0,0.0
2017-03-29,12.39,8.72,16.0,0.0
2017-03-30,16.0,10.0,21.61,0.0
2017-03-31,15.39,10.0,20.5,0.0
2017-04-01,11.0,8.0,14.39,0.0
2017-04-02,10.72,4.61,16.39,3.0
2017-04-03,8.39,4.0,14.28,0.0
2017-04-04,10.06,3.78,16.11,0.0
2017-04-05,8.61,4.0,12.78,0.0
2017-04-06,7.28,3.0,11.0,0.0
2017-04-07,8.5,1.89,14.0,0.0
2017-04-08,10.56,6.5,16.39,0.0
2017-04-09,13.78,2.5,23.5,0.0
2017-04-10,10.06,4.72,15.0,0.0
2017-04-11,9.06,3.22,14.5,0.0
2017-04-12,9.94,5.78,15.22,0.0
2017-04-13,9.0,2.89,13.89,0.0
2017-04-14,8.17,2.72,12.61,0.0
2017-04-15,8.72,4.0,12.0,0.0
2017-04-16,8.28,3.78,11.5,2.0
2017-04-17,7.61,3.0,11.61,1.0
2017-04-18,5.11,1.5,10.39,6.0
2017-04-19,4.0,-1.5,9.0,2.0
2017-04-20,5.11,-3.0,11.72,0.0
2017-04-21,10.17,2.0,14.89,0.0
2017-04-22,8.83,4.0,12.11,0.0
2017-04-23,7.0,2.5,11.61,1.0
2017-04-24,9.56,2.28,15.0,0.0
2017-04-25,6.22,0.89,10.0,1.0
2017-04-26,5.0,0.28,10.0,1.0
2017-04-27,5.28,-0.28,10.11,4.0
2017-04-28,7.22,2.28,11.11,0.0
2017-04-29,8.61,1.78,13.72,0.0
2017-04-30,12.94,4.0,20.0,0.0
2017-05-01,11.0,7.0,14.5,0.0
2017-05-02,8.89,4.0,12.11,0.0
2017-05-03,9.5,7.0,14.39,3.0
2017-05-04,10.72,8.0,16.0,10.0
2017-05-05,9.22,6.0,12.5,1.0
2017-05-06,12.67,5.72,20.0,0.0
2017-05-07,10.89,8.0,13.22,0.0
2017-05-08,9.17,4.0,14.0,0.0
2017-05-09,8.44,1.89,14.78,0.0
2017-05-10,10.89,1.78,18.11,0.0
2017-05-11,13.89,5.5,23.22,0.0
2017-05-12,15.83,12.5,21.22,14.0
2017-05-13,14.39,9.0,19.39,4.0
2017-05-14,14.33,8.0,19.0,0.0
2017-05-15,15.11,5.39,21.61,0.0
2017-05-16,20.67,15.0,26.11,0.0
2017-05-17,21.67,15.5,27.72,0.0
2017-05-18,16.83,14.0,19.5,0.0
2017-05-19,12.06,7.0,16.78,5.0
2017-05-20,11.5,7.39,17.11,4.0
2017-05-21,14.28,7.0,20.11,0.0
2017-05-22,17.72,9.0,25.28,0.0
2017-05-23,17.06,11.0,21.11,0.0
2017-05-24,16.83,10.89,22.89,0.0
2017-05-25,17.28,9.11,23.61,0.0
2017-05-26,20.22,11.89,26.5,0.0
2017-05-27,22.33,15.28,31.0,0.0
2017-05-28,20.89,15.0,27.0,1.0
2017-05-29,22.28,16.78,31.28,2.0
2017-05-30,18.33,13.0,22.0,0.0
2017-05-31,17.39,10.78,23.89,0.0
2017-06-01,18.67,10.28,25.72,0.0
2017-06-02,20.72,13.0,27.11,0.0
2017-06-03,18.67,14.0,23.78,0.0
2017-06-04,15.61,10.78,20.28,2.0
2017-06-05,16.5,8.0,22.0,0.0
2017-06-06,14.44,12.0,17.5,0.0
2017-06-07,14.39,10.0,18.78,5.0
2017-06-08,18.33,12.0,24.61,1.0
2017-06-09,16.89,11.0,21.0,0.0
2017-06-10,18.33,10.0,25.0,12.0
2017-06-11,21.67,17.0,27.28,0.0
2017-06-12,15.89,12.89,18.39,0.0
2017-06-13,16.56,10.39,21.22,0.0
2017-06-14,18.83,9.0,25.11,0.0
2017-06-15,21.5,13.0,27.11,0.0
2017-06-16,16.39,10.5,20.5,0.0
2017-06-17,19.11,10.39,24.11,0.0
2017-06-18,21.28,12.0,27.5,0.0
2017-06-19,23.89,14.72,31.0,0.0
2017-06-20,24.0,16.61,30.72,0.0
2017-06-21,24.0,15.5,32.0,0.0
2017-06-22,25.28,17.0,32.89,0.0
2017-06-23,19.28,15.72,24.5,0.0
2017-06-24,17.61,14.0,22.22,0.0
2017-06-25,18.39,16.0,23.0,1.0
2017-06-26,18.11,13.0,24.0,1.0
2017-06-27,16.33,11.39,20.28,0.0
2017-06-28,18.5,15.61,22.61,8.0
2017-06-29,17.33,14.0,21.61,1.0
2017-06-30,17.39,12.78,22.0,13.0
2017-07-01,15.28,12.0,17.0,0.0
2017-07-02,15.39,10.0,19.5,2.0
2017-07-03,17.0,8.5,23.72,0.0
2017-07-04,17.78,13.0,24.61,0.0
2017-07-05,20.11,12.89,27.0,0.0
2017-07-06,20.72,13.89,27.28,0.0
2017-07-07,22.56,16.0,28.39,2.0
2017-07-08,20.06,14.0,26.5,0.0
2017-07-09,18.94,11.72,25.61,0.0
2017-07-10,18.72,15.0,25.61,0.0
2017-07-11,17.83,14.0,22.5,1.0
2017-07-12,16.11,10.0,20.11,4.0
2017-07-13,15.78,7.0,22.0,9.0
2017-07-14,16.5,11.72,22.11,0.0
2017-07-15,17.5,11.0,22.28,1.0
2017-07-16,18.83,15.0,22.5,0.0
2017-07-17,19.22,15.0,25.0,0.0
2017-07-18,21.22,12.5,29.11,5.0
2017-07-19,23.5,19.0,29.22,0.0
2017-07-20,19.44,12.0,25.11,1.0
2017-07-21,18.78,9.78,26.78,13.0
2017-07-22,18.67,14.0,24.28,0.0
2017-07-23,15.61,12.0,20.0,5.0
2017-07-24,15.61,13.0,20.78,1.0
2017-07-25,16.39,13.39,21.28,5.0
2017-07-26,18.61,12.28,24.5,4.0
2017-07-27,18.06,15.0,22.0,6.0
2017-07-28,17.28,13.5,21.72,2.0
2017-07-29,21.28,16.11,26.0,0.0
2017-07-30,20.78,15.0,24.0,0.0
2017-07-31,18.78,12.0,24.11,0.0
2017-08-01,18.39,14.0,23.22,0.0
2017-08-02,18.06,15.0,22.22,0.0
2017-08-03,19.78,16.0,24.5,2.0
2017-08-04,19.44,16.28,23.72,1.0
2017-08-05,15.83,12.0,21.39,0.0
2017-08-06,16.11,10.0,22.11,14.0
2017-08-07,17.61,10.0,24.0,0.0
2017-08-08,15.5,14.0,19.0,0.0
2017-08-09,16.78,12.61,22.0,7.0
2017-08-10,14.72,13.28,16.0,0.0
2017-08-11,16.89,13.78,21.5,7.0
2017-08-12,16.28,14.0,19.0,0.0
2017-08-13,17.11,12.5,22.11,2.0
2017-08-14,19.28,13.0,26.0,0.0
2017-08-15,18.0,14.0,22.28,0.0
2017-08-16,18.06,11.89,24.11,4.0
2017-08-17,18.22,14.0,20.78,0.0
2017-08-18,17.28,13.0,21.22,2.0
2017-08-19,15.22,12.0,19.5,19.0
2017-08-20,15.56,11.72,20.11,7.0
2017-08-21,16.72,12.78,20.22,0.0
2017-08-22,19.5,15.72,24.22,0.0
2017-08-23,21.06,14.61,29.11,0.0
2017-08-24,18.0,13.0,23.28,0.0
2017-08-25,18.72,12.22,24.22,0.0
2017-08-26,20.28,15.5,26.39,0.0
2017-08-27,19.72,13.89,25.22,0.0
2017-08-28,20.94,13.0,27.72,0.0
2017-08-29,23.67,16.0,31.22,0.0
2017-08-30,19.5,14.0,24.28,0.0
2017-08-31,15.17,11.78,20.0,19.0
2017-09-01,13.83,9.72,19.61,3.0
2017-09-02,14.5,10.0,20.0,0.0
2017-09-03,14.28,7.72,20.11,0.0
2017-09-04,15.44,11.61,20.0,0.0
2017-09-05,18.89,15.39,23.61,0.0
2017-09-06,16.28,14.0,18.78,1.0
2017-09-07,15.06,13.0,17.5,2.0
2017-09-08,15.17,13.39,17.0,0.0
2017-09-09,13.44,10.0,16.0,4.0
2017-09-10,13.17,9.0,17.0,13.0
2017-09-11,13.83,12.0,17.0,0.0
2017-09-12,14.22,11.72,18.0,2.0
2017-09-13,14.72,12.0,17.28,1.0
2017-09-14,11.61,9.89,13.5,3.0
2017-09-15,11.28,7.89,15.0,3.0
2017-09-16,10.89,6.89,16.22,5.0
2017-09-17,11.28,5.5,16.39,3.0
2017-09-18,11.44,9.0,15.78,4.0
2017-09-19,12.83,10.0,17.11,17.0
2017-09-20,12.94,8.78,17.39,0.0
2017-09-21,13.39,9.0,19.0,0.0
2017-09-22,13.06,8.39,18.5,0.0
2017-09-23,11.5,5.78,17.0,0.0
2017-09-24,13.39,5.78,20.22,0.0
2017-09-25,13.72,8.61,19.22,0.0
2017-09-26,13.06,8.5,19.61,0.0
2017-09-27,14.78,8.5,20.61,0.0
2017-09-28,16.56,13.61,20.5,0.0
2017-09-29,17.94,12.72,24.0,6.0
2017-09-30,13.61,10.0,16.5,7.0
2017-10-01,13.78,10.0,16.5,1.0
2017-10-02,15.56,12.0,19.0,0.0
2017-10-03,12.39,9.89,15.39,5.0
2017-10-04,12.22,9.39,15.0,0.0
2017-10-05,12.39,9.0,15.11,0.0
2017-10-06,10.72,9.0,13.72,2.0
2017-10-07,10.56,9.0,12.39,0.0
2017-10-08,12.22,10.61,15.72,2.0
2017-10-09,12.83,10.0,16.0,2.0
2017-10-10,14.17,12.5,16.89,0.0
2017-10-11,14.28,12.0,16.0,1.0
2017-10-12,13.72,10.0,17.39,0.0
2017-10-13,15.56,9.61,19.72,0.0
2017-10-14,15.67,11.0,21.61,0.0
2017-10-15,16.67,9.89,24.0,0.0
2017-10-16,19.06,15.0,25.0,0.0
2017-10-17,14.39,10.72,17.28,0.0
2017-10-18,14.33,8.39,21.11,0.0
2017-10-19,16.11,9.78,21.39,0.0
2017-10-20,13.39,10.0,17.28,0.0
2017-10-21,13.22,10.0,16.89,4.0
2017-10-22,10.22,8.0,13.0,1.0
2017-10-23,11.56,8.28,14.28,7.0
2017-10-24,15.11,12.28,17.0,0.0
2017-10-25,15.06,12.0,16.28,0.0
2017-10-26,14.06,11.5,16.61,0.0
2017-10-27,11.61,8.0,14.28,2.0
2017-10-28,10.56,7.61,14.0,0.0
2017-10-29,10.56,5.78,14.0,0.0
2017-10-30,7.72,5.28,10.61,4.0
2017-10-31,8.83,5.61,11.0,0.0
2017-11-01,9.78,6.0,14.11,0.0
2017-11-02,9.06,7.0,12.0,0.0
2017-11-03,9.22,6.78,13.78,0.0
2017-11-04,10.56,6.72,14.0,0.0
2017-11-05,7.33,4.0,10.22,1.0
2017-11-06,5.28,0.0,10.22,2.0
2017-11-07,2.89,-1.39,9.0,0.0
2017-11-08,4.83,0.78,6.11,0.0
2017-11-09,7.44,5.78,9.5,1.0
2017-11-10,8.5,6.0,11.0,0.0
2017-11-11,6.72,5.0,8.5,1.0
2017-11-12,5.56,4.0,8.0,2.0
2017-11-13,5.78,2.0,9.61,9.0
2017-11-14,6.22,1.89,9.0,2.0
2017-11-15,8.28,7.0,10.0,0.0
2017-11-16,8.78,7.0,10.0,0.0
2017-11-17,6.5,2.0,10.22,0.0
2017-11-18,5.11,1.28,8.0,0.0
2017-11-19,5.06,2.78,8.0,1.0
2017-11-20,6.33,2.61,10.22,1.0
2017-11-21,10.11,9.28,11.0,4.0
2017-11-22,10.78,9.61,13.0,3.0
2017-11-23,12.0,8.78,15.0,0.0
2017-11-24,7.44,3.89,10.0,2.0
2017-11-25,4.06,2.39,6.39,21.0
2017-11-26,3.89,2.0,6.0,2.0
2017-11-27,6.0,2.89,8.0,0.0
2017-11-28,4.67,1.0,7.39,13.0
2017-11-29,2.72,1.0,5.0,2.0
2017-11-30,1.61,0.0,4.11,0.0
2017-12-01,0.83,-1.28,3.0,9.0
2017-12-02,-1.06,-2.22,0.22,0.0
2017-12-03,1.22,-2.22,3.11,0.0
2017-12-04,5.28,2.0,8.0,2.0
2017-12-05,5.67,1.61,7.0,0.0
2017-12-06,6.78,5.72,7.28,0.0
2017-12-07,5.33,2.72,7.11,0.0
2017-12-08,2.83,0.0,5.5,6.0
2017-12-09,0.83,-0.5,3.0,1.0
2017-12-10,2.94,-0.11,8.0,0.0
2017-12-11,0.83,-0.5,2.11,14.0
2017-12-12,1.11,-0.5,2.22,19.0
2017-12-13,4.83,0.11,8.0,4.0
2017-12-14,3.44,1.89,5.0,15.0
2017-12-15,3.17,1.39,5.0,6.0
2017-12-16,2.72,0.0,4.22,0.0
2017-12-17,2.33,0.0,5.0,2.0
2017-12-18,6.06,2.28,8.0,3.0
2017-12-19,4.56,2.61,6.0,1.0
2017-12-20,7.06,5.22,8.0,0.0
2017-12-21,8.67,7.39,10.0,1.0
2017-12-22,9.17,8.78,10.0,4.0
2017-12-23,9.06,8.0,10.0,1.0
2017-12-24,8.72,8.0,9.11,1.0
2017-12-25,6.39,4.0,8.22,1.0
2017-12-26,5.61,3.72,7.0,1.0
2017-12-27,5.11,2.61,7.22,3.0
2017-12-28,2.56,0.72,4.0,4.0
2017-12-29,2.56,-1.0,6.11,2.0
2017-12-30,9.72,3.78,13.0,3.0
2017-12-31,7.945,4.28,10.61,9.0
2018-01-01,6.17,4.78,8.22,15.0
2018-01-02,6.61,4.72,10.0,6.0
2018-01-03,9.17,5.78,12.0,2.0
2018-01-04,8.61,6.22,12.39,10.0
2018-01-05,7.72,5.0,10.0,5.0
2018-01-06,4.89,1.89,7.0,4.0
2018-01-07,2.89,1.0,5.11,2.0
2018-01-08,2.72,0.0,5.0,0.0
2018-01-09,3.06,-1.0,8.0,0.0
2018-01-10,6.94,4.0,8.0,2.0
2018-01-11,5.83,3.61,8.0,0.0
2018-01-12,5.89,4.0,6.28,0.0
2018-01-13,2.72,1.39,5.0,0.0
2018-01-14,2.61,0.0,6.0,0.0
2018-01-15,5.5,1.61,8.22,0.0
2018-01-16,6.17,4.0,7.5,8.0
2018-01-17,4.17,1.5,6.0,0.0
2018-01-18,6.28,1.78,11.0,2.0
2018-01-19,3.61,1.61,6.11,7.0
2018-01-20,1.94,0.89,3.39,1.0
2018-01-21,2.72,0.0,5.22,7.0
2018-01-22,7.61,2.61,9.39,5.0
2018-01-23,8.56,5.5,11.11,1.0
2018-01-24,11.94,8.0,13.0,0.0
2018-01-25,8.0,6.72,9.28,1.0
2018-01-26,5.78,3.89,8.39,0.0
2018-01-27,5.0,2.72,6.0,0.0
2018-01-28,8.78,4.72,11.0,1.0
2018-01-29,9.33,5.0,10.28,0.0
2018-01-30,5.33,1.5,9.0,1.0
2018-01-31,7.56,3.0,10.0,0.0
2018-02-01,3.22,1.0,6.0,11.0
2018-02-02,3.61,2.0,5.22,0.0
2018-02-03,2.44,1.0,4.28,9.0
2018-02-04,0.61,-1.22,3.0,5.0
2018-02-05,-0.44,-2.5,3.28,0.0
2018-02-06,-1.44,-4.0,1.0,0.0
2018-02-07,-1.83,-4.5,1.61,0.0
2018-02-08,-0.78,-5.0,4.11,0.0
2018-02-09,-0.39,-2.0,1.5,0.0
2018-02-10,2.94,0.0,5.61,1.0
2018-02-11,4.11,1.0,7.39,1.0
2018-02-12,2.22,0.0,5.61,3.0
2018-02-13,1.78,-1.0,6.0,0.0
2018-02-14,1.83,-2.5,5.72,0.0
2018-02-15,5.44,2.0,11.0,1.0
2018-02-16,3.94,0.72,8.11,3.0
2018-02-17,2.39,-1.0,7.39,0.0
2018-02-18,1.78,-2.61,8.0,0.0
2018-02-19,1.78,-0.39,4.0,0.0
2018-02-20,1.72,-2.0,5.0,1.0
2018-02-21,-0.39,-4.0,4.28,0.0
2018-02-22,-0.17,-4.5,4.22,0.0
2018-02-23,-0.94,-4.39,3.0,0.0
2018-02-24,-0.39,-4.22,5.11,0.0
2018-02-25,-2.11,-4.39,1.0,0.0
2018-02-26,-3.94,-7.0,-0.72,0.0
2018-02-27,-4.72,-7.28,-0.61,0.0
2018-02-28,-5.89,-10.11,-2.0,0.0
2018-03-01,-2.89,-7.0,1.0,0.0
2018-03-02,-2.56,-3.28,-1.72,0.0
2018-03-03,0.39,-4.0,5.5,4.0
2018-03-04,5.61,0.28,11.0,0.0
2018-03-05,6.72,2.0,12.0,3.0
2018-03-06,6.61,2.0,11.39,0.0
2018-03-07,5.33,3.28,7.89,0.0
2018-03-08,5.22,2.0,8.5,6.0
2018-03-09,6.67,3.0,9.11,5.0
2018-03-10,11.56,7.5,14.28,2.0
2018-03-11,11.78,9.0,15.89,1.0
2018-03-12,10.0,7.78,13.28,4.0
2018-03-13,6.0,4.0,8.39,1.0
2018-03-14,7.89,2.5,13.0,3.0
2018-03-15,7.06,5.0,9.0,0.0
2018-03-16,7.5,2.0,12.61,7.0
2018-03-17,-1.22,-2.39,2.0,0.0
2018-03-18,-1.22,-2.5,0.22,0.0
2018-03-19,-0.78,-4.0,3.0,0.0
2018-03-20,2.39,-4.28,8.0,0.0
2018-03-21,3.0,-1.28,7.5,0.0
2018-03-22,5.22,2.0,7.0,0.0
2018-03-23,5.67,4.0,7.22,6.0
2018-03-24,7.61,4.72,12.22,0.0
2018-03-25,7.11,1.22,13.39,0.0
2018-03-26,6.06,1.5,11.11,0.0
2018-03-27,6.0,0.28,9.28,0.0
2018-03-28,6.78,4.0,10.39,5.0
2018-03-29,7.11,3.89,10.72,8.0
2018-03-30,8.0,4.39,14.0,0.0
2018-03-31,7.06,3.39,13.22,5.0
2018-04-01,5.94,4.0,8.22,3.0
2018-04-02,9.28,3.72,15.0,1.0
2018-04-03,12.0,9.0,16.0,1.0
2018-04-04,10.39,7.5,14.89,1.0
2018-04-05,6.89,3.0,10.0,3.0
2018-04-06,9.28,2.0,16.61,1.0
2018-04-07,14.44,7.22,21.39,0.0
2018-04-08,15.94,8.28,23.28,0.0
2018-04-09,13.39,10.0,17.61,0.0
2018-04-10,13.83,10.72,19.72,0.0
2018-04-11,10.44,7.0,13.0,2.0
2018-04-12,9.72,7.0,13.0,0.0
2018-04-13,10.78,6.0,16.0,0.0
2018-04-14,11.94,5.78,17.61,0.0
2018-04-15,13.72,10.0,17.5,7.0
2018-04-16,12.06,7.89,17.0,1.0
2018-04-17,14.11,7.0,20.28,0.0
2018-04-18,17.89,8.89,25.0,0.0
2018-04-19,20.17,10.72,28.0,0.0
2018-04-20,19.78,12.0,27.0,0.0
2018-04-21,16.72,9.5,24.0,0.0
2018-04-22,19.28,9.89,26.39,0.0
2018-04-23,14.17,9.0,17.72,0.0
2018-04-24,12.39,8.5,16.0,0.0
2018-04-25,12.56,8.78,16.0,0.0
2018-04-26,10.17,5.78,14.72,1.0
2018-04-27,11.94,4.78,17.72,2.0
2018-04-28,12.67,7.0,16.61,0.0
2018-04-29,9.61,5.61,12.0,0.0
2018-04-30,9.11,4.78,13.0,27.0
2018-05-01,8.67,5.0,13.39,10.0
2018-05-02,11.0,5.0,16.39,1.0
2018-05-03,11.11,6.72,16.0,1.0
2018-05-04,12.0,4.28,19.0,0.0
2018-05-05,15.28,7.0,22.28,0.0
2018-05-06,18.06,8.22,26.5,0.0
2018-05-07,19.5,12.0,26.0,0.0
2018-05-08,20.33,11.28,27.5,0.0
2018-05-09,17.78,12.78,23.89,0.0
2018-05-10,12.56,6.0,16.22,0.0
2018-05-11,12.94,5.0,19.72,0.0
2018-05-12,17.39,9.39,23.89,0.0
2018-05-13,12.22,11.0,14.61,0.0
2018-05-14,13.28,10.89,19.0,2.0
2018-05-15,17.44,11.0,24.39,0.0
2018-05-16,15.22,10.78,21.5,0.0
2018-05-17,11.89,7.0,17.11,0.0
2018-05-18,10.44,5.5,16.0,0.0
2018-05-19,10.0,4.39,14.5,0.0
2018-05-20,14.56,6.72,24.0,0.0
2018-05-21,17.11,12.39,24.39,0.0
2018-05-22,16.83,11.61,24.0,2.0
2018-05-23,17.44,13.39,23.0,6.0
2018-05-24,17.5,13.0,23.39,14.0
2018-05-25,19.39,12.89,25.0,51.0
2018-05-26,21.89,13.89,28.0,0.0
2018-05-27,21.67,16.89,27.11,0.0
2018-05-28,22.67,16.0,28.5,1.0
2018-05-29,20.5,16.0,25.0,0.0
2018-05-30,21.22,14.61,26.39,0.0
2018-05-31,20.83,18.39,25.0,0.0
2018-06-01,17.67,16.0,19.5,2.0
2018-06-02,16.83,14.72,20.0,9.0
2018-06-03,18.83,12.78,24.5,0.0
2018-06-04,19.22,14.72,25.0,0.0
2018-06-05,16.28,13.0,19.39,0.0
2018-06-06,19.78,10.61,27.78,0.0
2018-06-07,20.17,16.89,24.11,0.0
2018-06-08,18.28,15.0,23.0,3.0
2018-06-09,19.17,14.72,24.5,0.0
2018-06-10,19.83,15.61,25.0,0.0
2018-06-11,17.94,14.0,23.0,0.0
2018-06-12,14.94,11.0,18.72,0.0
2018-06-13,14.17,9.72,18.39,0.0
2018-06-14,15.33,9.89,19.28,0.0
2018-06-15,17.28,10.0,23.39,0.0
2018-06-16,16.72,11.61,22.39,0.0
2018-06-17,15.89,12.5,18.78,0.0
2018-06-18,17.22,14.78,20.72,0.0
2018-06-19,17.67,13.78,20.28,0.0
2018-06-20,21.0,16.72,27.0,0.0
2018-06-21,14.72,9.0,18.0,0.0
2018-06-22,12.83,9.0,16.72,0.0
2018-06-23,14.61,7.5,20.61,0.0
2018-06-24,15.11,10.78,20.22,0.0
2018-06-25,17.0,10.89,23.0,0.0
2018-06-26,16.83,10.0,24.11,0.0
2018-06-27,19.33,11.5,26.28,0.0
2018-06-28,21.0,13.78,27.39,0.0
2018-06-29,21.39,13.5,28.11,0.0
2018-06-30,21.5,12.28,29.28,0.0
2018-07-01,22.28,15.72,28.22,0.0
2018-07-02,20.94,12.0,28.0,0.0
2018-07-03,21.39,12.28,29.28,0.0
2018-07-04,21.61,15.5,28.0,0.0
2018-07-05,20.56,15.0,26.28,2.0
2018-07-06,21.33,15.0,27.78,0.0
2018-07-07,21.17,14.5,27.11,0.0
2018-07-08,19.28,13.61,25.11,0.0
2018-07-09,19.0,12.72,24.5,0.0
2018-07-10,15.17,14.0,16.72,0.0
2018-07-11,17.44,11.78,23.22,0.0
2018-07-12,19.11,14.0,24.78,0.0
2018-07-13,19.0,12.39,25.78,0.0
2018-07-14,20.33,12.72,27.22,0.0
2018-07-15,22.06,13.22,29.0,4.0
2018-07-16,22.39,13.72,30.0,0.0
2018-07-17,20.56,15.0,26.28,0.0
2018-07-18,19.17,10.89,25.39,0.0
2018-07-19,20.06,11.78,26.5,0.0
2018-07-20,19.78,12.39,26.11,0.0
2018-07-21,21.11,15.72,27.0,0.0
2018-07-22,21.44,12.28,28.0,0.0
2018-07-23,24.28,19.0,29.39,0.0
2018-07-24,24.78,15.89,31.0,0.0
2018-07-25,26.06,19.72,32.11,0.0
2018-07-26,24.78,18.89,36.0,0.0
2018-07-27,26.56,20.0,35.22,29.0
2018-07-28,21.06,16.0,25.0,0.0
2018-07-29,21.44,15.39,27.0,3.0
2018-07-30,23.39,18.0,29.61,0.0
2018-07-31,22.44,18.0,27.22,0.0
2018-08-01,21.72,14.61,28.72,0.0
2018-08-02,22.83,16.22,29.78,0.0
2018-08-03,24.61,15.28,32.72,0.0
2018-08-04,23.11,17.0,30.61,0.0
2018-08-05,21.33,15.5,27.39,0.0
2018-08-06,24.39,13.5,33.0,0.0
2018-08-07,26.67,16.0,34.72,0.0
2018-08-08,19.39,14.0,23.0,2.0
2018-08-09,17.06,13.0,22.89,3.0
2018-08-10,17.39,12.39,22.78,2.0
2018-08-11,16.78,12.0,22.0,4.0
2018-08-12,21.33,13.39,28.0,0.0
2018-08-13,18.17,16.0,22.0,7.0
2018-08-14,18.44,15.61,22.11,3.0
2018-08-15,18.22,15.61,21.11,0.0
2018-08-16,20.0,14.78,26.61,0.0
2018-08-17,17.61,13.0,22.61,1.0
2018-08-18,17.33,12.0,21.11,26.0
2018-08-19,19.17,13.39,24.22,0.0
2018-08-20,20.17,18.22,22.78,0.0
2018-08-21,21.22,15.5,26.0,0.0
2018-08-22,20.28,16.0,25.0,0.0
2018-08-23,18.39,14.0,23.0,0.0
2018-08-24,16.5,12.0,19.0,1.0
2018-08-25,13.33,9.89,17.89,1.0
2018-08-26,14.17,8.0,18.5,2.0
2018-08-27,16.83,13.39,19.11,3.0
2018-08-28,17.0,12.0,21.0,2.0
2018-08-29,15.67,10.89,22.0,0.0
2018-08-30,15.89,12.0,19.39,3.0
2018-08-31,14.28,9.0,19.22,3.0
2018-09-01,14.17,6.78,20.5,0.0
2018-09-02,15.56,7.39,23.0,0.0
